Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students,European Semester,Average Numeric Grade
2018,Fall,2018-fa,PHIL,102,Logic and Reasoning,DIS,0,4,4,5,4,0,0,3,0,0,0,0,1,0,"Frank, Devin",21,WiSe,1.8904761904761906
2018,Fall,2018-fa,PHIL,102,Logic and Reasoning,DIS,0,8,2,4,2,1,1,0,2,0,0,0,1,0,"Frank, Devin",21,WiSe,1.8095238095238095
2018,Fall,2018-fa,PHIL,102,Logic and Reasoning,DIS,0,7,2,3,4,2,0,1,1,0,0,0,1,0,"Frank, Devin",21,WiSe,1.8380952380952378
2018,Fall,2018-fa,PHIL,102,Logic and Reasoning,DIS,0,5,5,3,3,2,2,0,0,1,0,0,0,0,"Frank, Devin",21,WiSe,1.7285714285714289
2018,Fall,2018-fa,PHIL,102,Logic and Reasoning,ONL,22,28,15,12,8,13,10,6,5,3,3,2,6,0,"Edwards, Adam D",133,WiSe,1.9473684210526316
2018,Fall,2018-fa,PHIL,102,Logic and Reasoning,ONL,0,46,23,13,15,7,10,4,1,3,4,5,13,0,"Edwards, Adam D",144,WiSe,2.0833333333333335
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,1,11,2,4,11,4,5,4,0,1,1,0,0,0,"Travis, Lisa L",44,WiSe,1.95
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,1,2,5,11,6,2,6,1,0,6,2,1,0,"Travis, Lisa L",43,WiSe,2.609302325581395
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,8,3,5,3,1,0,0,0,2,2,0,0,0,"Travis, Lisa L",24,WiSe,1.8375000000000001
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,12,6,8,11,2,2,2,0,0,1,0,0,0,"Travis, Lisa L",44,WiSe,1.7136363636363638
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,3,2,5,13,5,2,7,3,1,2,0,2,0,"Travis, Lisa L",45,WiSe,2.4355555555555557
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,10,2,2,9,9,4,5,0,3,2,0,0,0,"Travis, Lisa L",46,WiSe,2.1652173913043478
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,2,0,2,11,7,5,8,1,3,2,1,2,0,"Travis, Lisa L",44,WiSe,2.6750000000000003
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,14,8,7,9,1,0,5,0,0,1,0,1,0,"Travis, Lisa L",46,WiSe,1.7521739130434781
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,7,5,6,16,5,4,2,1,0,0,0,1,0,"Travis, Lisa L",47,WiSe,1.9638297872340424
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,1,6,4,7,12,3,1,5,0,1,4,1,3,0,"Travis, Lisa L",48,WiSe,2.3270833333333334
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,2,4,12,16,3,2,2,2,0,1,0,0,0,"Travis, Lisa L",44,WiSe,2.0113636363636362
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,3,4,10,12,3,1,4,1,1,2,1,4,1,"Travis, Lisa L",46,WiSe,2.3934782608695655
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,7,2,4,5,4,1,3,1,2,4,3,2,0,"Travis, Lisa L",38,WiSe,2.5500000000000003
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,8,4,1,16,2,3,9,2,0,3,0,0,0,"Travis, Lisa L",48,WiSe,2.1916666666666664
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,4,1,0,6,7,2,10,3,1,9,1,2,0,"Travis, Lisa L",46,WiSe,2.884782608695652
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,14,10,3,0,8,0,0,5,1,0,1,0,1,0,"Travis, Lisa L",43,WiSe,1.6558139534883718
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,8,6,2,18,3,2,3,1,0,1,0,2,0,"Travis, Lisa L",46,WiSe,2.0391304347826087
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,7,5,3,13,2,4,3,3,1,4,0,1,0,"Travis, Lisa L",46,WiSe,2.2521739130434786
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,16,10,3,4,4,0,1,1,0,3,1,0,1,0,"Travis, Lisa L",44,WiSe,1.6022727272727273
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,1,5,8,12,1,2,10,1,2,1,0,2,0,"Travis, Lisa L",45,WiSe,2.388888888888889
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,6,4,3,13,3,4,6,1,2,2,0,1,0,"Travis, Lisa L",45,WiSe,2.2600000000000002
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,9,3,2,10,4,8,1,0,0,3,0,1,0,"Travis, Lisa L",41,WiSe,2.1243902439024387
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,11,5,2,15,3,2,4,2,1,0,0,1,0,"Travis, Lisa L",46,WiSe,1.9673913043478257
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,15,7,4,11,4,2,1,0,0,2,0,0,0,"Travis, Lisa L",46,WiSe,1.706521739130435
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,3,4,4,20,7,1,3,1,1,0,0,1,1,"Travis, Lisa L",45,WiSe,2.1066666666666665
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,6,3,9,13,4,5,5,0,1,1,0,0,0,"Travis, Lisa L",47,WiSe,2.0553191489361704
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,5,4,3,12,3,3,9,2,0,3,1,2,0,"Travis, Lisa L",47,WiSe,2.429787234042553
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,2,0,1,5,5,2,1,1,0,2,1,1,0,"Travis, Lisa L",21,WiSe,2.5809523809523807
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,3,1,6,14,2,1,8,0,0,2,1,2,0,"Travis, Lisa L",40,WiSe,2.4025000000000003
2018,Fall,2018-fa,PSYC,100,Intro Psych,LCD,0,1,0,3,7,3,1,9,2,0,1,1,1,0,"Travis, Lisa L",29,WiSe,2.6413793103448278
2018,Fall,2018-fa,PSYC,100,Intro Psych,LEC,0,82,0,0,67,0,0,57,0,0,8,0,2,0,"Srull, Thomas K",216,WiSe,1.9861111111111112
2018,Fall,2018-fa,RST,100,RST in Modern Society,LCD,20,33,26,21,33,25,9,14,5,4,2,1,9,1,"Shinew, Kimberly J",202,WiSe,1.9846534653465349
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,9,4,6,5,3,2,0,0,0,0,0,2,0,"Avalos, Miguel A",32,WiSe,1.8031249999999999
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,15,5,6,3,0,1,0,1,1,1,0,0,0,"Fieseler, Carlie M",33,WiSe,1.5575757575757578
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,11,3,4,3,1,3,1,1,0,1,0,2,0,"Fieseler, Carlie M",30,WiSe,1.9466666666666665
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,11,3,1,9,1,0,2,0,0,0,0,1,0,"Peach, Matthew",29,WiSe,1.686206896551724
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,8,10,2,5,1,2,3,0,0,0,0,1,0,"Frumer, Dan",32,WiSe,1.7531249999999998
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,9,7,5,6,2,0,0,1,1,0,0,0,0,"Tseng, Po-Chia",32,WiSe,1.6
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,6,4,6,2,3,1,1,1,0,0,0,0,0,"Avalos, Miguel A",25,WiSe,1.692
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,9,7,2,4,1,2,1,0,0,0,0,3,0,"Fieseler, Carlie M",30,WiSe,1.8733333333333333
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,2,7,7,1,3,2,0,3,0,0,0,1,1,0,"Peach, Matthew",27,WiSe,1.8037037037037036
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,8,5,3,5,3,2,1,0,0,1,0,1,0,"Frumer, Dan",29,WiSe,1.8586206896551725
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,11,6,3,1,1,2,0,0,1,1,0,0,0,"Zayed, Hany K",27,WiSe,1.5666666666666669
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,7,5,2,7,3,1,0,1,1,0,0,2,0,"Tseng, Po-Chia",29,WiSe,1.9827586206896552
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,12,10,1,1,1,2,1,0,0,2,0,0,0,"Zayed, Hany K",30,WiSe,1.5799999999999998
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,0,5,4,4,5,4,3,2,1,0,1,0,0,0,"Avalos, Miguel A",29,WiSe,1.986206896551724
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,DIS,1,9,7,6,2,2,0,1,1,0,0,0,0,0,"Tseng, Po-Chia",29,WiSe,1.5241379310344827
2018,Fall,2018-fa,SOC,100,Introduction to Sociology,ONL,0,57,6,2,3,1,0,1,0,0,0,0,1,0,"Steward, Daniel J",71,WiSe,1.1901408450704225
2018,Spring,2018-sp,ACE,240,Personal Financial Planning,,83,106,1,0,19,0,0,10,0,0,0,0,1,1,"Lemoine, Craig",220,SoSe,1.1968181818181818
2018,Spring,2018-sp,ART,100,Understanding Visual Culture,,1,13,1,10,5,1,1,1,0,0,0,0,1,0,"Burns, Jennifer",34,SoSe,1.6264705882352941
2018,Spring,2018-sp,ASTR,100,Introduction to Astronomy,,27,35,33,20,29,9,5,9,2,2,1,0,3,0,"Winans, Amanda",175,SoSe,1.6634285714285715
2018,Spring,2018-sp,ASTR,100,Introduction to Astronomy,,61,81,62,32,39,34,18,19,16,5,8,4,23,1,"Winans, Amanda",402,SoSe,1.9261194029850746
2018,Spring,2018-sp,ATMS,120,Severe and Hazardous Weather,,229,115,57,55,32,21,16,13,4,3,3,3,3,1,"Snodgrass, Eric R",554,SoSe,1.39043321299639
2018,Spring,2018-sp,BADM,300,The Legal Environment of Bus,,16,40,11,8,13,7,7,1,2,0,0,1,1,0,"Fricke, Michael R",107,SoSe,1.530841121495327
2018,Spring,2018-sp,BADM,300,The Legal Environment of Bus,,26,38,38,32,21,13,9,7,4,0,1,0,0,0,"Wright, Margaret",189,SoSe,1.5989417989417989
2018,Spring,2018-sp,BADM,310,Mgmt and Organizational Beh,,60,78,48,47,40,20,18,12,4,1,2,1,1,0,"Loyd, Denise L",332,SoSe,1.5816265060240962
2018,Spring,2018-sp,BADM,310,Mgmt and Organizational Beh,,0,96,10,2,5,1,0,0,0,0,0,0,0,0,"Shabbir, Muhammad S",114,SoSe,1.093859649122807
2018,Spring,2018-sp,BADM,350,IT for Networked Organizations,,0,46,8,3,7,2,0,0,0,0,0,0,0,0,"Nelson, Matthew L",66,SoSe,1.2136363636363636
2018,Spring,2018-sp,BADM,350,IT for Networked Organizations,,0,20,16,9,9,2,0,3,1,0,2,0,0,0,"Sachdev, Vishal",62,SoSe,1.5967741935483868
2018,Spring,2018-sp,BADM,350,IT for Networked Organizations,,9,25,17,13,0,0,0,0,0,0,0,0,0,0,"Subramanyam, Ramanath",64,SoSe,1.221875
2018,Spring,2018-sp,BADM,350,IT for Networked Organizations,,2,28,19,7,1,0,0,0,0,0,1,0,1,0,"Parthasarathy, Rangarajan",59,SoSe,1.3152542372881357
2018,Spring,2018-sp,BADM,350,IT for Networked Organizations,,1,13,7,3,1,3,0,0,0,0,1,0,0,0,"Parthasarathy, Rangarajan",29,SoSe,1.4172413793103449
2018,Spring,2018-sp,BADM,350,IT for Networked Organizations,,0,7,15,5,3,4,2,2,0,0,0,0,0,0,"Parthasarathy, Rangarajan",38,SoSe,1.6210526315789473
2018,Spring,2018-sp,BADM,380,International Business,,18,11,11,2,2,3,2,1,0,0,0,0,0,0,"Clougherty, Joseph A",50,SoSe,1.32
2018,Spring,2018-sp,BADM,380,International Business,,13,12,7,6,3,1,1,0,0,0,0,0,0,0,"Clougherty, Joseph A",43,SoSe,1.286046511627907
2018,Spring,2018-sp,BADM,380,International Business,,0,9,7,6,2,0,0,0,0,0,1,0,0,0,"Bucheli, Marcelo",25,SoSe,1.452
2018,Spring,2018-sp,CHLH,100,Contemporary Health,,30,31,16,14,26,6,5,8,4,1,2,0,3,0,"Kaplan, Justine",146,SoSe,1.7041095890410958
2018,Spring,2018-sp,DANC,100,Intro to Contemporary Dance,,13,10,2,0,1,0,0,0,1,0,0,0,0,0,"Nagle, Chloe C",27,SoSe,1.1444444444444446
2018,Spring,2018-sp,DANC,100,Intro to Contemporary Dance,,49,35,5,1,2,0,0,0,0,0,0,0,0,0,"Beck, Kenneth D",92,SoSe,1.0456521739130435
2018,Spring,2018-sp,DANC,100,Intro to Contemporary Dance,,24,42,6,8,5,1,3,2,0,0,0,0,1,0,"Wilks, Leah",92,SoSe,1.2913043478260868
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,450,197,32,40,38,10,9,10,4,3,5,0,13,2,"Vazquez, Jose J",811,SoSe,1.25672009864365
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,2,7,5,4,3,2,3,2,0,2,1,1,1,0,"Cho, Hee Pyung",33,SoSe,2.0515151515151513
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,8,5,5,4,3,8,1,2,3,0,0,0,1,0,"Cho, Hee Pyung",40,SoSe,1.8575
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,5,6,5,2,7,2,3,5,2,0,0,0,1,0,"Kim, Hee Jin",38,SoSe,1.9526315789473685
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,3,8,1,4,8,2,2,2,1,0,2,0,2,0,"Kim, Hee Jin",35,SoSe,2.068571428571429
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,4,9,7,1,7,1,2,3,1,0,2,0,0,0,"Farhoodi, Abdollah",37,SoSe,1.778378378378378
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,3,8,6,5,6,0,3,4,0,1,0,0,1,0,"Farhoodi, Abdollah",37,SoSe,1.8405405405405404
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,4,4,6,9,5,0,2,0,1,1,2,0,3,0,"Cantet, Maria N",37,SoSe,2.0675675675675675
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,7,7,9,4,3,3,1,1,1,0,1,0,1,0,"Cantet, Maria N",38,SoSe,1.6684210526315788
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,0,6,9,6,5,4,2,1,3,0,0,0,1,0,"Gonzalez, Julia",37,SoSe,1.9027027027027028
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,3,5,8,5,6,1,3,2,0,2,1,0,0,0,"Gonzalez, Julia",36,SoSe,1.8527777777777774
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,0,8,3,2,4,1,0,1,1,0,1,0,0,0,"Constantinou, Evangelos",21,SoSe,1.70952380952381
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,2,8,2,5,7,1,2,3,0,0,0,0,1,1,"Arbelaez Parra, Mateo",31,SoSe,1.832258064516129
2018,Spring,2018-sp,ECON,102,Microeconomic Principles,,1,7,7,4,5,3,1,3,1,0,1,0,0,1,"Arbelaez Parra, Mateo",33,SoSe,1.8121212121212122
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,6,8,7,5,1,3,2,0,1,0,1,0,0,"Tan, Ding Yong",38,SoSe,1.7552631578947369
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,12,5,3,8,3,1,0,1,0,1,0,2,0,"Tan, Ding Yong",40,SoSe,1.7625
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,15,5,7,4,0,0,0,2,0,0,0,0,0,"Da Silva Cortes, Gustavo",37,SoSe,1.4054054054054055
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,3,7,4,7,4,3,1,3,2,3,0,0,3,0,"Feiger, Jeremy K",40,SoSe,2.16
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,3,7,4,7,10,4,2,2,0,0,0,0,0,0,"Feiger, Jeremy K",39,SoSe,1.7358974358974355
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,2,7,9,5,4,0,1,5,1,1,0,0,1,0,"Feiger, Jeremy K",36,SoSe,1.8583333333333334
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,3,6,4,4,7,1,1,1,2,0,1,0,0,0,"Feiger, Jeremy K",30,SoSe,1.7866666666666666
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,2,10,10,5,6,2,1,0,1,0,0,0,1,0,"Leite Estanisla, Luiz Fel",38,SoSe,1.6078947368421053
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,3,7,1,9,6,1,2,4,0,0,1,0,3,0,"Leite Estanisla, Luiz Fel",37,SoSe,2.089189189189189
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,1,6,4,6,5,3,3,0,3,0,0,1,0,1,"Leite Estanisla, Luiz Fel",32,SoSe,1.9249999999999998
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,4,4,3,3,3,1,1,1,1,0,0,4,0,"Leite Estanisla, Luiz Fel",29,SoSe,2.203448275862069
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,6,12,8,4,3,2,3,0,0,2,0,0,0,0,"Lu, Chang",40,SoSe,1.5325
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,10,8,7,5,3,2,0,0,0,1,1,0,1,0,"Lu, Chang",38,SoSe,1.55
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,7,13,7,4,3,1,0,3,0,0,1,1,1,0,"Lu, Chang",41,SoSe,1.6219512195121952
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,1,8,4,2,5,5,4,5,3,1,0,0,4,0,"Lu, Chang",42,SoSe,2.345238095238095
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,5,10,6,4,7,5,2,3,0,0,0,0,0,0,"Ma, Sen",42,SoSe,1.6547619047619047
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,2,8,5,10,2,3,5,1,0,0,1,1,2,0,"Ma, Sen",40,SoSe,1.98
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,6,4,3,7,4,2,1,4,0,0,0,0,0,0,"Ma, Sen",31,SoSe,1.7129032258064516
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,0,2,5,5,5,5,1,3,1,1,1,0,1,0,"Ma, Sen",30,SoSe,2.2066666666666666
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,6,9,4,5,3,3,3,1,0,0,0,0,2,0,"Valenzuela Rami, Irina E",36,SoSe,1.7416666666666667
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,7,10,8,4,1,3,1,0,3,1,0,0,0,0,"Valenzuela Rami, Irina E",38,SoSe,1.563157894736842
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,2,7,6,6,7,2,2,1,1,1,0,1,0,1,"Valenzuela Rami, Irina E",36,SoSe,1.8138888888888889
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,6,6,8,2,4,4,1,1,1,0,0,0,3,0,"Valenzuela Rami, Irina E",36,SoSe,1.8611111111111112
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,5,7,8,4,3,1,0,1,0,0,0,1,0,"Ding, Chen",34,SoSe,1.6941176470588235
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,2,6,4,11,7,0,2,0,0,1,0,0,1,0,"Ding, Chen",34,SoSe,1.7647058823529411
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,1,2,9,4,7,4,4,0,0,0,0,0,2,0,"Ding, Chen",33,SoSe,1.9848484848484849
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,4,3,5,9,3,0,1,2,0,0,0,0,1,"Ding, Chen",31,SoSe,1.770967741935484
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,4,4,6,4,4,2,2,5,1,1,0,0,0,0,"Kwak, Eunhye",33,SoSe,1.896969696969697
2018,Spring,2018-sp,ECON,103,Macroeconomic Principles,,3,4,7,8,3,1,1,2,0,0,0,0,2,0,"Schneider, Rodrigo A",31,SoSe,1.8290322580645162
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,6,2,6,6,5,4,5,4,2,2,2,3,6,2,"Arango Isaza, Mauricio",53,SoSe,2.5584905660377357
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,3,8,4,10,6,6,5,5,1,4,3,1,2,1,"Arango Isaza, Mauricio",58,SoSe,2.2741379310344825
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,10,6,7,7,4,2,4,4,2,1,1,2,5,0,"Poloni Sant Ann, Vinicios",55,SoSe,2.187272727272727
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,3,6,5,7,4,5,4,5,3,1,3,3,5,1,"Jung, Whayoung",54,SoSe,2.522222222222222
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,4,3,6,5,3,8,1,1,4,3,4,0,5,1,"Jung, Whayoung",47,SoSe,2.5255319148936173
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,4,4,2,2,11,6,2,3,5,5,4,0,3,1,"Jung, Whayoung",51,SoSe,2.552941176470588
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,8,2,10,4,1,4,4,6,2,2,5,1,4,1,"Henao Arbelaez, Camila",53,SoSe,2.4169811320754717
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,8,5,4,0,8,1,4,4,1,2,2,2,5,0,"Henao Arbelaez, Camila",46,SoSe,2.426086956521739
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,4,10,8,4,8,3,5,5,4,2,2,0,3,0,"Arga, Desak Nyoman Fi",58,SoSe,2.1758620689655173
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,13,10,4,8,5,4,5,5,3,1,1,0,1,1,"Munoz Morales, Juan S",60,SoSe,1.8683333333333334
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,12,7,5,10,7,6,2,7,3,1,0,1,0,0,"Ozkul, Olgu",61,SoSe,1.8786885245901639
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,10,7,5,6,7,6,2,4,1,1,3,1,2,2,"Ozkul, Olgu",55,SoSe,2.04
2018,Spring,2018-sp,ECON,203,Economic Statistics II,,9,9,10,4,5,4,3,5,1,1,5,1,3,1,"Ozkul, Olgu",60,SoSe,2.1066666666666665
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,1,5,4,4,5,3,3,3,4,0,1,2,3,0,"Feld, Brian H",38,SoSe,2.442105263157895
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,1,6,4,1,3,4,3,3,2,4,0,1,5,0,"Feld, Brian H",37,SoSe,2.618918918918919
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,4,4,5,3,2,2,5,5,1,0,1,1,2,0,"Cumings, Ryan R",35,SoSe,2.237142857142857
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,1,1,3,5,5,4,4,4,5,2,1,0,1,0,"Cumings, Ryan R",36,SoSe,2.4805555555555556
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,1,3,5,2,8,0,2,4,1,3,4,1,3,0,"Huang, Yi",37,SoSe,2.621621621621621
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,2,5,4,1,3,5,3,6,2,1,1,1,2,0,"Huang, Yi",36,SoSe,2.3916666666666666
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,3,4,0,1,2,1,6,5,3,4,2,0,3,1,"Huang, Yi",34,SoSe,2.761764705882353
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,1,3,3,3,2,3,3,5,2,1,2,0,6,0,"Huang, Yi",34,SoSe,2.8029411764705885
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,0,3,3,5,6,4,1,2,3,1,2,3,1,1,"Fang, Chiyuan",34,SoSe,2.494117647058824
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,0,1,3,3,6,3,4,3,1,0,1,0,5,0,"Fang, Chiyuan",30,SoSe,2.7
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,5,2,3,1,3,2,1,1,0,2,2,0,3,1,"Fang, Chiyuan",25,SoSe,2.3720000000000003
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,2,2,3,3,5,2,2,2,4,0,0,1,1,0,"Mocanu, Tatiana",27,SoSe,2.2777777777777777
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,2,4,4,3,4,4,3,3,2,2,2,1,2,0,"Mocanu, Tatiana",36,SoSe,2.413888888888889
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,2,2,1,3,2,7,2,3,3,2,3,2,2,0,"Mocanu, Tatiana",34,SoSe,2.729411764705882
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,4,3,3,3,2,5,7,3,0,2,0,3,2,0,"Mocanu, Tatiana",37,SoSe,2.4243243243243247
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,7,5,2,3,3,6,2,1,3,2,0,1,4,1,"Khazra, Nazanin",39,SoSe,2.2948717948717947
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,5,6,8,4,6,1,2,2,1,0,0,1,3,0,"Khazra, Nazanin",39,SoSe,1.9615384615384615
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,7,7,5,5,3,4,3,3,4,1,0,0,1,0,"Khazra, Nazanin",43,SoSe,1.9348837209302325
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,2,4,2,5,5,2,4,4,3,3,2,2,2,0,"Quigley, David",40,SoSe,2.5524999999999998
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,5,3,2,6,3,1,4,1,4,2,2,1,4,0,"Quigley, David",38,SoSe,2.5210526315789474
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,6,6,1,2,2,3,3,6,2,1,0,1,4,0,"Quigley, David",37,SoSe,2.3864864864864863
2018,Spring,2018-sp,ECON,302,Inter Microeconomic Theory,,5,1,3,2,9,2,3,1,2,0,0,1,3,0,"Quigley, David",32,SoSe,2.278125
2018,Spring,2018-sp,ECON,303,Inter Macroeconomic Theory,,0,4,4,9,1,8,2,1,1,0,0,0,0,0,"Yue, Yang",30,SoSe,1.8866666666666665
2018,Spring,2018-sp,ECON,303,Inter Macroeconomic Theory,,1,3,2,11,9,4,1,1,0,1,0,0,0,0,"Yue, Yang",33,SoSe,1.875757575757576
2018,Spring,2018-sp,ECON,303,Inter Macroeconomic Theory,,0,5,6,3,5,6,2,2,0,0,0,1,0,0,"Yue, Yang",30,SoSe,1.913333333333333
2018,Spring,2018-sp,ECON,303,Inter Macroeconomic Theory,,3,3,4,8,7,3,1,1,1,0,0,1,0,0,"Khan, Asad R",32,SoSe,1.8437499999999998
2018,Spring,2018-sp,ECON,303,Inter Macroeconomic Theory,,4,3,5,7,6,3,0,2,2,1,0,0,0,1,"Khan, Asad R",33,SoSe,1.8363636363636364
2018,Spring,2018-sp,ECON,303,Inter Macroeconomic Theory,,1,4,5,12,5,2,1,1,1,2,0,0,0,0,"Khan, Asad R",34,SoSe,1.8499999999999999
